mot,cos_1978,jacc_1978,cos_1981,jacc_1981,cos_1988,jacc_1988,cos_1993,jacc_1993,drift_moyen
apporter,0.3589,0.8889,0.4741,0.9474,0.4444,0.9474,0.4746,0.9474,0.438
mois,0.389,0.9474,0.4332,0.8889,0.4887,1.0,0.4411,1.0,0.438
grâce,0.4611,1.0,0.4876,1.0,0.4221,0.9474,0.3806,0.9474,0.4378
soin,0.324,0.8235,0.5146,0.9474,0.4839,0.8889,0.4278,1.0,0.4376
égalité_chance,0.3601,0.9474,0.5079,0.8889,0.4829,1.0,0.3985,0.9474,0.4374
extension,0.3478,0.8235,0.4079,0.8889,0.5113,0.9474,0.4799,1.0,0.4367
abstention,0.3496,0.9474,0.397,0.8889,0.4467,0.9474,0.5534,0.9474,0.4367
exercer,0.418,0.9474,0.3788,0.9474,0.4392,0.9474,0.5098,0.9474,0.4364
titulaire,0.4546,0.9474,0.4794,0.8889,0.3853,0.75,0.426,0.8889,0.4363
parlement,0.4417,0.8889,0.3685,0.9474,0.5047,0.9474,0.4286,0.8235,0.4359
appui,0.3635,0.8889,0.4232,0.9474,0.4852,0.9474,0.4711,1.0,0.4357
exprimer,0.3779,0.75,0.4761,0.75,0.5034,1.0,0.3854,0.8235,0.4357
collectif,0.3819,0.8889,0.3069,0.8235,0.5423,0.9474,0.5116,1.0,0.4357
indispensable,0.5232,1.0,0.321,0.9474,0.4195,0.8235,0.4789,1.0,0.4357
nation,0.3317,0.8889,0.3851,0.8889,0.4262,1.0,0.5995,1.0,0.4356
accru,0.3814,1.0,0.4586,0.9474,0.455,0.9474,0.4457,0.9474,0.4352
réunion,0.3306,0.8889,0.4392,0.9474,0.5664,1.0,0.4044,0.9474,0.4351
maladie,0.3707,0.8235,0.3886,0.8889,0.5373,0.9474,0.4439,0.8235,0.4351
grave,0.3823,0.9474,0.407,0.9474,0.4297,0.9474,0.5211,0.8889,0.435
beaucoup,0.3656,1.0,0.5151,1.0,0.3868,0.9474,0.4721,1.0,0.4349
rôle,0.4262,0.9474,0.4377,0.9474,0.4375,0.8889,0.4374,0.9474,0.4347
amitié,0.368,0.8235,0.4368,1.0,0.4966,0.8889,0.4367,0.8235,0.4345
solliciter,0.474,1.0,0.3899,0.9474,0.4599,0.8889,0.413,0.9474,0.4342
spéculation,0.3758,0.8889,0.5032,0.8889,0.4177,0.9474,0.4382,0.9474,0.4337
année,0.4349,1.0,0.4721,0.8889,0.3544,1.0,0.4723,0.8889,0.4335
travailleur,0.3509,0.75,0.4346,0.75,0.3593,0.8889,0.5885,1.0,0.4333
renouveler,0.4752,0.8889,0.4705,0.8235,0.3431,0.8889,0.4439,0.8889,0.4332
bureau,0.3953,0.8235,0.366,0.8235,0.4451,0.8889,0.5255,0.8889,0.433
modeste,0.3643,0.6667,0.4718,0.75,0.3919,1.0,0.503,1.0,0.4328
chômeur,0.3578,0.9474,0.4173,0.9474,0.4692,1.0,0.4842,0.9474,0.4321
franc,0.3331,0.75,0.4482,0.8889,0.5133,0.8889,0.4326,0.9474,0.4318
tolérance,0.4824,0.9474,0.4231,0.75,0.4371,0.8235,0.3842,0.8889,0.4317
kinder,0.367,0.9474,0.4571,0.8235,0.5008,0.9474,0.402,0.9474,0.4317
droite,0.5304,1.0,0.3435,1.0,0.4579,1.0,0.3947,1.0,0.4316
solution,0.3656,0.9474,0.4703,0.9474,0.4433,0.9474,0.4457,0.9474,0.4312
jouer,0.3843,0.8235,0.4245,0.9474,0.4969,0.9474,0.4186,0.8235,0.4311
langue,0.4021,0.8235,0.4394,0.8235,0.3922,0.8889,0.4909,0.8889,0.4311
fidèle,0.3926,0.9474,0.4096,0.9474,0.5687,1.0,0.3537,1.0,0.4311
voie,0.4027,0.8889,0.4713,1.0,0.4017,1.0,0.4479,1.0,0.4309
reconversion,0.5084,0.8235,0.4619,0.8889,0.3539,0.8889,0.3983,0.8889,0.4306
sécurité_social,0.3219,0.8235,0.4737,0.8235,0.3907,0.8889,0.5339,0.9474,0.4301
augmenter,0.2935,0.75,0.3681,1.0,0.457,0.9474,0.6001,1.0,0.4297
aspiration,0.4584,0.75,0.4032,0.75,0.2821,0.8235,0.5747,1.0,0.4296
chaleureusement,0.4721,0.3333,0.4487,0.4615,0.3946,0.5714,0.4025,0.4615,0.4295
arrêt,0.4606,0.9474,0.3475,0.8889,0.4975,0.9474,0.4123,1.0,0.4295
bilan,0.393,0.8889,0.4139,0.8889,0.5496,0.9474,0.3612,0.9474,0.4294
changement,0.3768,0.8889,0.3802,0.8889,0.5785,0.8235,0.3811,1.0,0.4292
supprimer,0.3823,0.8889,0.3547,0.8889,0.4525,0.8889,0.5255,0.8889,0.4288
solide,0.3357,0.8889,0.4052,1.0,0.5591,0.9474,0.4141,1.0,0.4285
parent,0.4592,0.8235,0.4512,0.6667,0.4421,0.8235,0.361,0.8889,0.4284
licencié,0.3547,0.5714,0.3779,0.5714,0.4647,0.75,0.5161,0.8235,0.4283
indépendant,0.3328,0.8889,0.4508,1.0,0.4381,0.8889,0.4911,1.0,0.4282
élire,0.428,0.8889,0.4386,0.8889,0.4312,0.9474,0.4142,0.75,0.428
décentralisation,0.37,0.8889,0.3521,0.8889,0.4806,0.8889,0.5094,0.9474,0.428
forêt,0.4364,0.8889,0.487,0.8235,0.4666,0.75,0.322,0.8235,0.428
idéal,0.4034,0.8235,0.3085,0.75,0.5152,0.8889,0.4843,1.0,0.4279
sincèrement,0.4265,0.5714,0.3886,0.6667,0.4269,0.6667,0.4695,0.75,0.4279
compétent,0.3956,0.6667,0.4291,0.75,0.4687,0.8889,0.4169,0.8889,0.4276
nord,0.436,1.0,0.3584,1.0,0.4001,0.8889,0.5146,0.9474,0.4273
condition,0.3463,0.8889,0.4399,0.8889,0.346,0.8235,0.5764,0.9474,0.4271
volontaire,0.3005,0.5714,0.4579,0.5714,0.417,0.5714,0.5327,0.75,0.427
international,0.3585,0.9474,0.4008,0.8889,0.4503,1.0,0.4943,1.0,0.426
joseph,0.3819,0.6667,0.4757,0.8235,0.509,0.8889,0.337,0.75,0.4259
profond,0.3393,0.8889,0.4398,0.8889,0.4984,1.0,0.4247,0.9474,0.4255
part,0.4068,0.9474,0.3412,0.9474,0.4339,0.9474,0.5196,1.0,0.4253
foyer,0.4071,1.0,0.4332,0.8235,0.4443,0.75,0.4139,0.9474,0.4246
fiscalité,0.3292,0.9474,0.3725,0.8889,0.5699,0.8235,0.426,0.9474,0.4244
sens,0.3701,1.0,0.3993,0.9474,0.4225,0.9474,0.5054,0.9474,0.4243
résistance,0.3709,0.75,0.5224,0.75,0.4093,0.9474,0.393,0.8235,0.4239
rapporteur,0.3593,0.4615,0.4223,0.75,0.4901,0.6667,0.4233,0.75,0.4238
terre,0.351,0.9474,0.361,0.9474,0.577,0.9474,0.4035,0.9474,0.4231
rencontrer,0.5153,1.0,0.3458,0.8235,0.396,0.8889,0.4344,0.75,0.4229
attachement,0.3831,0.6667,0.3239,0.75,0.5262,0.9474,0.4586,0.8889,0.4229
communication,0.3224,0.6667,0.4765,0.9474,0.3973,0.75,0.4949,0.75,0.4228
mairie,0.3638,0.8235,0.3835,0.9474,0.4997,0.75,0.4433,0.8889,0.4226
sauvegarde,0.4176,0.8889,0.4439,0.6667,0.4756,0.9474,0.353,0.8889,0.4225
femme,0.3922,0.8889,0.3771,0.8889,0.4477,0.8889,0.472,0.8889,0.4223
connaître,0.401,0.8889,0.4316,0.9474,0.3874,0.9474,0.4687,1.0,0.4222
collège,0.45,0.8889,0.4546,0.9474,0.4358,0.8235,0.3476,0.8235,0.422
cité,0.3586,0.75,0.4227,0.8235,0.4722,0.75,0.4322,0.8889,0.4214
crédit,0.4715,1.0,0.3944,0.9474,0.4007,0.9474,0.4169,0.9474,0.4208
écrire,0.3262,0.75,0.426,0.8889,0.5615,1.0,0.3696,0.8235,0.4208
économie,0.3404,0.8235,0.4141,0.8889,0.3907,1.0,0.5373,1.0,0.4207
espoir,0.3883,0.8889,0.3569,0.8889,0.4651,1.0,0.4724,0.9474,0.4207
reporter,0.3855,0.75,0.3476,0.6667,0.4202,0.8889,0.528,1.0,0.4203
industriel,0.352,0.8889,0.3407,0.8235,0.4372,0.8235,0.5499,0.9474,0.4199
exploitation,0.3529,0.8235,0.3503,0.6667,0.4286,0.75,0.546,0.8889,0.4195
clairement,0.3976,0.6667,0.3974,0.8235,0.5133,1.0,0.3693,0.75,0.4194
arrondissement,0.4726,0.8235,0.3947,0.8235,0.3386,0.8235,0.4712,0.8889,0.4193
loyer,0.3836,0.9474,0.4562,0.8235,0.3473,0.9474,0.4896,0.8889,0.4192
établissement,0.4055,0.8889,0.3605,0.8889,0.4843,0.75,0.4265,0.8889,0.4192
menacer,0.4014,0.9474,0.4037,0.9474,0.479,1.0,0.3895,0.8889,0.4184
cadre,0.3591,0.9474,0.4637,0.9474,0.4106,0.9474,0.4397,0.9474,0.4183
honnêteté,0.3163,0.6667,0.4235,0.8889,0.501,0.8235,0.432,0.8889,0.4182
sincère,0.5104,0.9474,0.4137,0.8889,0.3055,0.9474,0.4421,1.0,0.418
yves,0.4588,0.75,0.4792,0.6667,0.4208,0.8235,0.3129,0.75,0.4179
petit,0.3754,0.8235,0.3419,0.6667,0.4918,0.8889,0.4617,0.8235,0.4177
succès,0.4276,0.8235,0.3573,0.8889,0.4108,0.8889,0.4752,0.8889,0.4177
adaptation,0.3258,0.8889,0.4781,0.9474,0.4957,0.8235,0.3704,0.8889,0.4175
largement,0.4479,0.8235,0.4651,0.8235,0.3498,0.8235,0.4065,0.8889,0.4173
office,0.2893,0.75,0.2991,0.75,0.5748,1.0,0.5043,1.0,0.4169
statut,0.3797,0.9474,0.425,1.0,0.4238,1.0,0.4382,1.0,0.4167
souci,0.3534,0.8889,0.5256,0.9474,0.3656,0.8889,0.4217,0.9474,0.4166
assistant,0.3072,0.75,0.3901,0.6667,0.4837,0.6667,0.4846,0.75,0.4164
préserver,0.4678,0.9474,0.3023,0.8889,0.5061,1.0,0.3891,1.0,0.4163
national,0.4289,0.9474,0.3804,0.9474,0.4901,0.9474,0.3652,0.8889,0.4162
démocratie,0.3781,0.9474,0.4289,0.8889,0.4138,0.9474,0.4435,0.9474,0.4161
investir,0.336,0.8889,0.3383,1.0,0.4603,0.8889,0.5294,1.0,0.416
route,0.4122,0.8235,0.2876,0.8235,0.3927,0.9474,0.5709,0.9474,0.4159
profession,0.406,0.9474,0.3984,0.8235,0.4211,0.75,0.438,1.0,0.4159
raymond,0.4614,0.8889,0.4521,0.8889,0.4014,0.8889,0.3471,0.6667,0.4155
urbanisme,0.4649,0.9474,0.4374,0.8235,0.3979,0.9474,0.3607,0.8889,0.4152
représentant,0.335,0.8889,0.4962,0.9474,0.4859,1.0,0.3432,0.8235,0.4151
acquérir,0.3815,0.8889,0.4344,0.8889,0.413,0.9474,0.4302,0.9474,0.4148
prime,0.3595,0.8889,0.3916,0.8889,0.482,0.8235,0.4259,0.9474,0.4147
régional,0.2854,0.8889,0.336,0.9474,0.5988,1.0,0.4385,1.0,0.4147
trouver,0.5055,1.0,0.3853,1.0,0.4145,1.0,0.3529,1.0,0.4145
mondial,0.4241,1.0,0.4803,1.0,0.4029,1.0,0.3498,0.9474,0.4143
catégorie,0.3829,0.9474,0.3296,0.8235,0.4709,0.8889,0.4736,0.8889,0.4143
profit,0.3397,1.0,0.363,1.0,0.4598,1.0,0.4935,1.0,0.414
participe,0.4216,0.8235,0.3623,0.8235,0.4,0.8235,0.4716,0.8889,0.4139
élevage,0.3339,0.6667,0.3828,0.8235,0.3588,0.8235,0.5784,0.8235,0.4135
daniel,0.3453,0.8235,0.4826,0.8235,0.4165,0.6667,0.4091,0.6667,0.4134
semaine,0.2778,0.8889,0.3782,0.8235,0.5756,0.9474,0.4211,0.8235,0.4132
décisif,0.4311,0.9474,0.3913,1.0,0.3597,0.8889,0.4704,0.9474,0.4131
foncier,0.2766,0.6667,0.3472,0.75,0.4995,0.9474,0.5289,1.0,0.4131
expérience,0.3516,0.8889,0.4064,0.9474,0.4304,0.9474,0.4641,1.0,0.4131
cabinet,0.3619,0.8235,0.3466,0.8235,0.5084,0.8889,0.435,0.8889,0.413
mère,0.3296,0.75,0.4474,0.8235,0.5025,0.9474,0.3728,0.8235,0.413
sénateur,0.4089,0.6667,0.3941,0.75,0.4129,0.6667,0.4359,0.6667,0.4129
syndicat,0.3388,0.8889,0.4518,0.8235,0.4828,0.75,0.3777,0.75,0.4127
maritimes,0.3059,0.75,0.5064,0.75,0.3909,0.75,0.4465,0.75,0.4124
allègement,0.3427,0.9474,0.3955,0.9474,0.5037,0.8889,0.4077,0.9474,0.4124
ministre,0.4146,0.9474,0.4501,0.9474,0.431,0.9474,0.3535,0.8889,0.4123
sein,0.4363,1.0,0.4384,1.0,0.4013,1.0,0.3714,1.0,0.4118
maurice,0.3149,0.6667,0.3715,1.0,0.4974,0.8235,0.4619,0.8889,0.4114
dynamique,0.3575,0.75,0.5256,0.8235,0.2952,0.8235,0.4667,0.9474,0.4112
bénéficier,0.361,0.8889,0.3788,0.8889,0.4886,0.8889,0.416,0.9474,0.4111
fermer,0.3816,0.8889,0.3899,0.8889,0.5192,0.9474,0.3532,0.9474,0.411
animateur,0.4204,0.75,0.3877,0.5714,0.4644,0.8889,0.37,0.75,0.4106
rapatrié,0.2867,0.75,0.4625,0.75,0.4484,0.8235,0.4444,0.8889,0.4105
participation,0.2387,0.8889,0.4236,0.9474,0.435,1.0,0.5444,1.0,0.4104
monde,0.3475,1.0,0.3781,0.9474,0.4049,1.0,0.5098,0.9474,0.4101
santé,0.5108,0.8889,0.303,0.8235,0.3888,0.8889,0.437,0.9474,0.4099
inspecteur,0.3511,0.6667,0.3612,0.75,0.5042,0.8889,0.4222,0.8889,0.4097
victoire,0.3502,0.8235,0.3477,0.9474,0.4897,1.0,0.4512,1.0,0.4097
obtenir,0.3369,1.0,0.5061,1.0,0.4031,1.0,0.3899,1.0,0.409
section,0.3354,0.6667,0.4332,0.5714,0.3917,0.8235,0.4754,0.8235,0.4089
fidélité,0.4136,0.9474,0.4335,0.9474,0.3669,0.8889,0.4213,0.9474,0.4088
opinion,0.3781,0.9474,0.4947,0.8889,0.3946,1.0,0.367,0.8889,0.4086
culture,0.3102,0.6667,0.396,0.8235,0.4415,1.0,0.4855,0.75,0.4083
large,0.4177,1.0,0.3628,0.75,0.4467,0.9474,0.406,1.0,0.4083
citoyen,0.4268,0.9474,0.4717,0.9474,0.3443,1.0,0.3898,1.0,0.4082
ouvrier,0.2761,0.8235,0.3326,0.75,0.4277,0.9474,0.5959,1.0,0.4081
histoire,0.3682,0.9474,0.3887,0.8889,0.4735,0.8889,0.3953,0.9474,0.4064
nucléaire,0.4145,1.0,0.4161,0.8235,0.3761,0.8889,0.4185,1.0,0.4063
présenter,0.4366,1.0,0.3241,0.9474,0.4388,0.8889,0.4243,0.8889,0.406
ligne,0.3636,0.8889,0.4671,0.9474,0.4509,0.75,0.3419,0.8235,0.4059
qualité,0.4642,0.9474,0.4199,0.9474,0.3692,0.9474,0.3697,1.0,0.4057
soutenir,0.4772,0.9474,0.3909,1.0,0.3577,1.0,0.3956,0.8889,0.4054
veuve,0.3588,0.4615,0.2724,0.5714,0.452,0.75,0.5381,0.8889,0.4053
défenseur,0.3372,0.8235,0.4228,0.9474,0.3861,0.9474,0.4744,0.9474,0.4051
jeunesse,0.3664,0.9474,0.456,0.9474,0.4005,0.8889,0.3969,0.9474,0.405
combat,0.3902,0.9474,0.4599,1.0,0.391,0.8889,0.379,1.0,0.405
ressource,0.372,1.0,0.3935,1.0,0.3543,1.0,0.4963,1.0,0.404
coût,0.336,0.75,0.325,0.8235,0.5003,0.9474,0.4522,1.0,0.4034
bretagne,0.3208,0.9474,0.4158,0.9474,0.4084,0.8235,0.4682,0.8235,0.4033
élève,0.4189,0.9474,0.4816,0.6667,0.4276,0.8235,0.2818,0.8889,0.4025
aider,0.3429,1.0,0.3936,1.0,0.4265,1.0,0.4472,1.0,0.4025
suppression,0.2446,0.8889,0.316,0.8889,0.5026,0.9474,0.5445,0.8889,0.4019
enseignant,0.3756,0.9474,0.4552,0.9474,0.4496,0.8235,0.3272,0.8235,0.4019
accorder,0.3116,0.9474,0.442,0.8889,0.4749,0.8235,0.3785,0.8889,0.4018
milliard,0.3532,0.9474,0.4901,0.9474,0.4103,0.8889,0.3529,0.8889,0.4017
montagne,0.3437,0.3333,0.3488,0.5714,0.471,0.4615,0.4435,0.75,0.4017
disparition,0.3668,0.6667,0.3631,0.8889,0.4384,0.8235,0.4377,0.9474,0.4015
collectivité_local,0.3747,0.8235,0.3711,0.75,0.4863,0.8235,0.3733,0.8889,0.4013
assurer,0.3426,0.9474,0.2785,0.8235,0.5801,1.0,0.4014,1.0,0.4006
mise,0.3372,0.9474,0.3999,0.9474,0.4299,0.9474,0.4334,1.0,0.4001
intervention,0.4407,0.8889,0.3751,0.75,0.4023,0.75,0.3807,0.8235,0.3997
socialiste,0.3163,0.6667,0.2854,0.8889,0.5003,0.8889,0.4967,0.8235,0.3997
professionnel,0.3223,0.9474,0.3758,0.8889,0.4359,0.9474,0.4615,0.9474,0.3989
millier,0.3691,0.8889,0.4025,0.8889,0.3352,0.8889,0.4878,0.8889,0.3986
installation,0.4195,0.8889,0.3949,1.0,0.4142,0.8889,0.3642,0.8889,0.3982
contre,0.3428,0.9474,0.4017,0.8889,0.482,0.9474,0.3652,0.8889,0.3979
recherche,0.3939,0.8889,0.3207,0.8889,0.4266,1.0,0.45,0.9474,0.3978
réduction,0.3375,0.8235,0.4013,0.75,0.4828,1.0,0.3694,0.8235,0.3977
priorité,0.3723,1.0,0.45,1.0,0.3667,0.9474,0.4006,0.9474,0.3974
village,0.4274,0.8889,0.3397,0.6667,0.4396,0.75,0.3826,0.8235,0.3973
général_gaulle,0.2974,1.0,0.2806,0.9474,0.5657,1.0,0.4455,1.0,0.3973
guerre,0.3434,1.0,0.4215,0.6667,0.4027,0.8235,0.4215,0.9474,0.3972
désistement,0.3459,0.75,0.3362,0.4615,0.4289,0.9474,0.4776,0.8235,0.3972
usine,0.3434,0.8235,0.3699,0.8889,0.3841,0.8889,0.4897,0.9474,0.3968
responsabilité,0.3107,0.8889,0.3654,0.9474,0.3675,0.9474,0.5391,0.9474,0.3957
financier,0.2662,0.8235,0.3626,0.8235,0.5488,1.0,0.4048,0.9474,0.3956
remplaçant,0.2707,0.75,0.4055,0.75,0.4447,0.9474,0.4606,0.8235,0.3954
fonction,0.3408,0.9474,0.5078,1.0,0.3922,0.8889,0.3391,0.8235,0.395
résultat,0.3737,0.9474,0.2151,0.9474,0.3098,0.9474,0.6808,1.0,0.3949
rhône,0.3562,0.8889,0.4872,0.8235,0.3499,0.8889,0.3855,0.8235,0.3947
éviter,0.3588,1.0,0.425,1.0,0.425,0.9474,0.3694,1.0,0.3946
pollution,0.3114,0.75,0.4421,0.75,0.3574,0.6667,0.4665,0.9474,0.3944
administrateur,0.3197,0.75,0.4266,0.8235,0.4643,0.8889,0.3671,0.75,0.3944
désarmement,0.3535,0.9474,0.4472,0.9474,0.399,0.9474,0.3776,0.9474,0.3943
fils,0.3372,0.5714,0.4629,0.6667,0.4827,0.5714,0.2944,0.6667,0.3943
espace,0.2896,0.75,0.4166,0.75,0.4979,0.9474,0.3721,0.9474,0.3941
georges,0.3917,0.8235,0.3793,0.75,0.44,0.8235,0.364,0.75,0.3938
maritime,0.2893,0.75,0.4048,0.8235,0.4548,0.8889,0.4261,0.8235,0.3938
permanent,0.3585,0.8235,0.3881,0.8889,0.4549,0.8889,0.3728,0.8889,0.3935
faculté,0.4242,0.8889,0.4163,0.75,0.3097,0.6667,0.4232,0.75,0.3934
dynamisme,0.4772,0.6667,0.3623,0.6667,0.3199,0.8889,0.4125,0.8235,0.393
agent,0.3623,0.8889,0.3429,0.6667,0.4596,0.8235,0.4048,0.8235,0.3924
prix,0.278,0.8235,0.2662,0.6667,0.5005,0.8235,0.5241,1.0,0.3922
modernisation,0.373,1.0,0.3242,1.0,0.508,0.8889,0.3628,0.8889,0.392
domicile,0.4426,0.75,0.4008,0.9474,0.3724,0.8235,0.3512,0.9474,0.3918
défavorisé,0.3102,0.75,0.3059,0.75,0.5314,0.8889,0.4161,0.9474,0.3909
université,0.321,0.75,0.366,0.8235,0.3789,0.8889,0.4928,0.75,0.3897
connaissance,0.3415,0.6667,0.4029,0.8235,0.3852,0.8235,0.429,1.0,0.3896
abstenir,0.3362,0.8235,0.3203,0.75,0.4254,0.8889,0.4749,0.8235,0.3892
progrès,0.3118,0.9474,0.3513,0.8235,0.4412,0.9474,0.4506,1.0,0.3887
nuisance,0.3436,0.8235,0.3387,0.75,0.4163,0.8889,0.456,0.9474,0.3886
charge,0.3435,0.8889,0.3786,0.9474,0.4533,1.0,0.3781,1.0,0.3884
port,0.314,0.8235,0.4253,0.8235,0.4315,0.9474,0.3796,0.75,0.3876
sentiment,0.3312,0.8235,0.3387,0.6667,0.4371,0.75,0.4423,0.8235,0.3873
garantir,0.2283,0.8889,0.4104,0.8235,0.4193,1.0,0.4909,1.0,0.3872
humain,0.2738,1.0,0.3299,1.0,0.3699,1.0,0.573,1.0,0.3867
efforcer,0.2955,0.9474,0.4496,0.9474,0.4031,1.0,0.3969,1.0,0.3863
égalité_fraternité,0.329,0.75,0.3276,0.6667,0.4223,0.8889,0.4658,0.75,0.3862
espérance,0.3325,0.8889,0.4161,0.8889,0.3992,0.9474,0.3953,0.9474,0.3858
cours,0.3547,0.9474,0.3565,0.8889,0.4574,0.9474,0.3733,0.9474,0.3855
société,0.3431,0.9474,0.354,0.9474,0.3949,1.0,0.4444,1.0,0.3841
français,0.3235,0.8235,0.285,0.75,0.4016,0.8235,0.5252,1.0,0.3838
métier,0.3297,0.8235,0.4,0.75,0.3851,0.8889,0.4205,0.9474,0.3838
désigner,0.3754,0.75,0.376,0.75,0.4725,0.8889,0.3105,0.8889,0.3836
honoraire,0.3415,0.5714,0.3511,0.5714,0.3872,0.75,0.4546,0.6667,0.3836
apprécier,0.375,0.75,0.4257,0.75,0.3309,0.6667,0.4015,0.8889,0.3833
marcel,0.3373,0.5714,0.3933,0.5714,0.3558,0.75,0.4463,0.8235,0.3832
aventure,0.2036,0.8235,0.2661,0.8889,0.4652,1.0,0.5936,1.0,0.3821
quartier,0.3262,0.75,0.3137,0.8889,0.4076,0.8889,0.4791,0.6667,0.3817
fermeture,0.2694,0.5714,0.4649,0.75,0.4352,0.8889,0.3568,0.9474,0.3816
breton,0.2324,0.8889,0.3376,0.9474,0.4064,0.8889,0.5486,0.9474,0.3812
travail,0.3286,0.9474,0.3796,0.9474,0.3172,0.8889,0.4993,0.9474,0.3812
contrainte,0.314,0.75,0.3532,0.9474,0.4242,0.9474,0.4331,1.0,0.3811
secondaire,0.3117,0.5714,0.3747,0.6667,0.3652,0.75,0.4697,0.8235,0.3803
gérard,0.3022,0.6667,0.4922,0.4615,0.3914,0.75,0.3351,0.5714,0.3802
alpes,0.3053,0.6667,0.449,0.6667,0.3753,0.5714,0.3914,0.6667,0.3802
électoral,0.4101,0.8889,0.4097,1.0,0.3295,0.9474,0.371,0.8889,0.3801
agglomération,0.4117,0.5714,0.4281,0.8889,0.3455,0.6667,0.33,0.8235,0.3788
amélioration,0.2951,1.0,0.3584,0.9474,0.3351,1.0,0.5257,1.0,0.3786
soutien,0.3758,0.9474,0.3527,0.9474,0.4247,1.0,0.3601,1.0,0.3783
republiqu,0.3454,0.5714,0.4423,0.5714,0.4028,0.5714,0.3226,0.6667,0.3783
dossier,0.3996,0.8889,0.3599,0.8889,0.3292,0.8235,0.4246,0.8235,0.3783
crèche,0.2788,0.75,0.353,0.8235,0.4238,0.8889,0.4558,0.8235,0.3779
médecine,0.3312,0.8235,0.4506,0.8889,0.3949,0.8235,0.3318,0.8235,0.3771
fédéral,0.284,0.75,0.3115,0.8235,0.3882,0.8235,0.5226,0.6667,0.3766
maintien,0.4287,0.8889,0.3117,0.9474,0.4277,1.0,0.3372,0.9474,0.3763
vivement,0.325,0.5714,0.312,0.5714,0.4037,0.75,0.4621,0.75,0.3757
accueil,0.44,0.8889,0.4014,0.8235,0.3781,0.8235,0.2829,0.8889,0.3756
décent,0.2987,0.5714,0.3973,0.75,0.4156,0.9474,0.3892,0.8889,0.3752
améliorer,0.3204,0.6667,0.336,0.6667,0.3475,0.8889,0.4943,1.0,0.3745
scolaire,0.2532,0.4615,0.3999,0.6667,0.3315,0.6667,0.5136,0.8889,0.3745
loire,0.3391,0.75,0.4532,0.6667,0.3431,0.8889,0.3619,0.8235,0.3743
défendre,0.2861,0.9474,0.3706,1.0,0.3799,0.9474,0.4588,1.0,0.3739
favoriser,0.3684,0.8889,0.4489,0.9474,0.3415,0.8889,0.3351,0.8889,0.3735
administration,0.3223,0.8889,0.3402,0.8889,0.351,0.8235,0.4755,0.8889,0.3722
dialogue,0.3563,0.8889,0.419,0.8235,0.3125,0.75,0.4011,0.8889,0.3722
disponible,0.3265,0.75,0.3547,0.8889,0.4393,0.8235,0.3661,1.0,0.3717
mission,0.3495,0.75,0.3063,0.75,0.4196,0.8235,0.4111,0.9474,0.3716
action,0.3476,0.8889,0.3891,0.9474,0.3315,0.8889,0.4168,1.0,0.3713
vivre,0.3175,0.9474,0.3904,0.9474,0.3374,0.8889,0.4389,1.0,0.371
adversaire,0.302,0.8235,0.3908,0.9474,0.4044,1.0,0.386,1.0,0.3708
long,0.3196,0.9474,0.3244,0.9474,0.4452,0.9474,0.3893,0.9474,0.3696
seine,0.3449,0.8235,0.4301,0.9474,0.3918,0.8889,0.3107,0.9474,0.3694
avenir,0.2464,0.9474,0.4068,0.9474,0.4927,0.9474,0.3314,1.0,0.3693
secteur,0.2454,0.8235,0.3879,0.8889,0.4052,1.0,0.4384,1.0,0.3692
situation,0.3429,0.8889,0.3467,1.0,0.3613,1.0,0.4256,1.0,0.3692
préoccupation,0.2852,0.75,0.4477,0.75,0.3754,0.8235,0.368,0.8235,0.3691
fondateur,0.3578,0.6667,0.3799,0.75,0.3699,0.8889,0.3683,0.6667,0.369
fiscal,0.2509,0.8889,0.3232,0.9474,0.4977,1.0,0.4023,0.9474,0.3685
produit,0.2712,0.8235,0.2955,0.8235,0.4403,1.0,0.4657,0.8235,0.3682
militaire,0.3862,1.0,0.3219,0.6667,0.4245,0.9474,0.3396,0.8235,0.3681
campagne,0.3903,0.9474,0.3167,1.0,0.426,0.9474,0.3395,0.8889,0.3681
europe,0.3257,0.8889,0.38,0.8889,0.3797,0.8889,0.3844,0.8889,0.3674
syndicaliste,0.299,0.3333,0.3453,0.6667,0.423,0.8889,0.4012,0.8235,0.3671
pays,0.3666,0.8235,0.2882,0.8235,0.4652,0.9474,0.3467,0.9474,0.3667
réseau,0.3314,0.5714,0.3495,0.75,0.3207,0.75,0.4647,0.8235,0.3666
indépendance,0.322,0.9474,0.3845,0.8889,0.4,1.0,0.3592,0.9474,0.3664
infrastructure,0.4078,0.6667,0.3255,0.6667,0.4281,0.75,0.3041,0.75,0.3664
éventuel,0.278,0.1818,0.2875,0.5714,0.3875,0.8889,0.5077,0.8235,0.3652
rassembler,0.4175,0.9474,0.3401,0.75,0.3684,0.9474,0.3329,1.0,0.3647
défense,0.3008,0.8235,0.275,0.75,0.4098,0.9474,0.4723,1.0,0.3644
diminution,0.3789,0.8889,0.3228,0.8889,0.3776,0.8889,0.3778,0.8889,0.3643
politique,0.3823,0.9474,0.2982,0.9474,0.3604,1.0,0.4151,0.8889,0.364
économique,0.2701,0.8889,0.2696,0.8235,0.3758,0.9474,0.5392,0.9474,0.3637
culturel,0.2478,0.75,0.3334,0.8235,0.3686,0.8889,0.5036,0.9474,0.3633
